category_code,category_name,program_code,program_name,commodity_code,commodity_name
31,LOAN DEFICIENCY,5201,RYE MARKETING ASSESSMENT LOAN DEFICIENCY,2400,RYE
31,LOAN DEFICIENCY,5201,FLAXSEED ASMT. LOAN DEFICIENCY,2500,FLAX
31,LOAN DEFICIENCY,5201,FLAXSEED LOAN DEFICIENCY,2500,FLAX
31,LOAN DEFICIENCY,5201,FLAXSEED LOAN DEFICIENCY RECEIVABLE,2500,FLAX
31,LOAN DEFICIENCY,5201,FLAXSEED LOAN ORIG. FEE FOR LOAN DEFICIENCY,2500,FLAX
31,LOAN DEFICIENCY,5201,FLAXSEED MG. ASMT. LOAN DEFICIENCY,2500,FLAX
31,LOAN DEFICIENCY,5201,SOYBEANS ASMT. LOAN DEFICIENCY,2600,SOYBEAN
31,LOAN DEFICIENCY,5201,SOYBEANS LOAN DEFICIENCY,2600,SOYBEAN
31,LOAN DEFICIENCY,5201,SOYBEANS LOAN DEFICIENCY - COLLECTIONS,2600,SOYBEAN
31,LOAN DEFICIENCY,5201,SOYBEANS LOAN DEFICIENCY RECEIVABLE,2600,SOYBEAN
31,LOAN DEFICIENCY,5201,SOYBEANS LOAN ORIG. FEE FOR LOAN DEFICIENCY,2600,SOYBEAN
31,LOAN DEFICIENCY,5201,SOYBEANS MG. ASMT. LOAN DEFICIENCY,2600,SOYBEAN
31,LOAN DEFICIENCY,5201,SORGHUM ASSESSMENT LOAN DEFICIENCY,2700,SORGHUM
31,LOAN DEFICIENCY,5201,SORGHUM LOAN DEFICIENCY,2700,SORGHUM
31,LOAN DEFICIENCY,5201,SORGHUM LOAN DEFICIENCY - COLLECTIONS,2700,SORGHUM
31,LOAN DEFICIENCY,5201,SORGHUM LOAN DEFICIENCY RECEIVABLE,2700,SORGHUM
31,LOAN DEFICIENCY,5201,SORGHUM LOAN ORGINATING FEE FOR LAON DEFICIENCY,2700,SORGHUM
31,LOAN DEFICIENCY,5201,SORGHUM MARKETING ASSESSMENT LOAN DEFICIENCY,2700,SORGHUM
31,LOAN DEFICIENCY,5201,"LENTILS, DRY LDP NONRECOURSE LOANS",4165,DRY LENTILS
31,LOAN DEFICIENCY,5201,"LDP, PEANUT",4210,PEANUT
31,LOAN DEFICIENCY,5201,DRY PEA LOAN DEFICIENCY,4600,DRY WHOLE PEAS
31,LOAN DEFICIENCY,5201,PEAS - DRY WHOLE NONRECOURSE LOANS,4600,DRY WHOLE PEAS
31,LOAN DEFICIENCY,5201,WOOL NONRECOURSE LOANS,4850,WOOL
31,LOAN DEFICIENCY,5201,MOHAIR - LDP NONRECOURSE LOANS,4860,MOHAIR
31,LOAN DEFICIENCY,5201,UNSHORN PELTS NONRECOURSE LOANS,4870,UNSHORN PELTS
31,LOAN DEFICIENCY,5201,CHICKPEAS-LDP-NON RECOURSE LOANS,5100,CHICKPEAS
31,LOAN DEFICIENCY,5201,COTTON LOAN CLERK FEE FOR LOAN DEFICIENCY,6100,UPCN
31,LOAN DEFICIENCY,5201,COTTON LOAN DEFICIENCY,6100,UPCN
31,LOAN DEFICIENCY,5201,COTTON LOAN ORIG. FEE FOR LOAN DEFICIENCY,6100,UPCN
31,LOAN DEFICIENCY,5201,COTTON RESEARCH AND PROMOTION FEES,6100,UPCN
31,LOAN DEFICIENCY,5201,SESAME ASMT. LOAN DEFICIENCY,6900,SESAME
31,LOAN DEFICIENCY,5201,SESAME LOAN DEFICIENCY,6900,SESAME
31,LOAN DEFICIENCY,5201,SESAME LOAN DEFICIENCY RECEIVABLE,6900,SESAME
31,LOAN DEFICIENCY,5201,SESAME LOAN ORIG. FEE FOR LOAN DEFICIENCY,6900,SESAME
31,LOAN DEFICIENCY,5201,SESAME MG. ASMT. LOAN DEFICIENCY,6900,SESAME
31,LOAN DEFICIENCY,5201,SUNFLOWER ASMT. LOAN DEFICIENCY,7100,SUNFLOWER
31,LOAN DEFICIENCY,5201,SUNFLOWER LOAN DEFICIENCY,7100,SUNFLOWER
31,LOAN DEFICIENCY,5201,SUNFLOWER LOAN DEFICIENCY - COLLECTIONS,7100,SUNFLOWER
31,LOAN DEFICIENCY,5201,SUNFLOWER LOAN ORIG. FEE FOR LOAN DEFICIENCY,7100,SUNFLOWER
31,LOAN DEFICIENCY,5201,SUNFLOWER MG. ASMT. LOAN DEFICIENCY,7100,SUNFLOWER
31,LOAN DEFICIENCY,5201,CANOLA LOAN DEFICIENCY,7200,CANOLA
31,LOAN DEFICIENCY,5201,CANOLA LOAN DEFICIENCY - COLLECTIONS,7200,CANOLA
31,LOAN DEFICIENCY,5201,CANOLA LOAN DEFICIENCY RECEIVABLE,7200,CANOLA
31,LOAN DEFICIENCY,5201,CANOLA LOAN ORIG. FEE FOR LOAN DEFICIENCY,7200,CANOLA
31,LOAN DEFICIENCY,5201,CANOLA MG. ASMT. LOAN DEFICIENCY,7200,CANOLA
31,LOAN DEFICIENCY,5201,CANOLE ASMT. LOAN DEFICIENCY,7200,CANOLA
31,LOAN DEFICIENCY,5201,RAPE SEED ASMT. LOAN DEFICIENCY,7300,RAPE SEED
31,LOAN DEFICIENCY,5201,RAPE SEED DEFICIENCY RECEIVABLE,7300,RAPE SEED
31,LOAN DEFICIENCY,5201,RAPE SEED LOAN DEFICIENCY,7300,RAPE SEED
31,LOAN DEFICIENCY,5201,RAPE SEED LOAN DEFICIENCY - COLLECTIONS,7300,RAPE SEED
31,LOAN DEFICIENCY,5201,RAPE SEED LOAN ORIG. FEE FOR LOAN DEFICIENCY,7300,RAPE SEED
31,LOAN DEFICIENCY,5201,RAPE SEED MG. ASMT. LOAN DEFICIENCY,7300,RAPE SEED
31,LOAN DEFICIENCY,5201,SAFFLOWER ASMT. LOAN DEFICIENCY,7400,SAFFLOWER
31,LOAN DEFICIENCY,5201,SAFFLOWER LOAN DEFICIENCY,7400,SAFFLOWER
31,LOAN DEFICIENCY,5201,SAFFLOWER LOAN DEFICIENCY - COLLECTIONS,7400,SAFFLOWER
31,LOAN DEFICIENCY,5201,SAFFLOWER LOAN DEFICIENCY RECEIVABLE,7400,SAFFLOWER
31,LOAN DEFICIENCY,5201,SAFFLOWER LOAN ORIG. FEE FOR LOAN DEFICIENCY,7400,SAFFLOWER
31,LOAN DEFICIENCY,5201,SAFFLOWER MG. ASMT. LOAN DEFICIENCY,7400,SAFFLOWER
31,LOAN DEFICIENCY,5201,MUSTARD ASMT. LOAN DEFICIENCY,7600,MUSTARD
31,LOAN DEFICIENCY,5201,MUSTARD LOAN DEFICIENCY,7600,MUSTARD
31,LOAN DEFICIENCY,5201,MUSTARD LOAN DEFICIENCY RECEIVABLE,7600,MUSTARD
31,LOAN DEFICIENCY,5201,MUSTARD LOAN ORIG. FEE FOR LOAN DEFICIENCY,7600,MUSTARD
31,LOAN DEFICIENCY,5201,MUSTARD MG. ASMT. LOAN DEFICIENCY,7600,MUSTARD
31,LOAN DEFICIENCY,5201,MUSTARD SEED LOAN DEFICIENCY - COLLECTIONS,7600,MUSTARD
31,LOAN DEFICIENCY,5201,COTTON SEED ASMT. LOAN DEFICIENCY,7700,COTTON SEED
31,LOAN DEFICIENCY,5201,COTTON SEED LOAN DEFICIENCY,7700,COTTON SEED
31,LOAN DEFICIENCY,5201,COTTON SEED LOAN DEFICIENCY - COLLECTIONS,7700,COTTON SEED
31,LOAN DEFICIENCY,5201,COTTON SEED LOAN DEFICIENCY RECEIVABLE,7700,COTTON SEED
31,LOAN DEFICIENCY,5201,COTTON SEED LOAN ORIG. FEE FOR LOAN DEFICIENCY,7700,COTTON SEED
31,LOAN DEFICIENCY,5201,COTTON SEED MG. ASMT. LOAN DEFICIENCY,7700,COTTON SEED
31,LOAN DEFICIENCY,5201,NON-OIL SUNFLOWER ASMT. LOAN DEFICIENCY,7800,SUNFLOWER SEED
31,LOAN DEFICIENCY,5201,NON-OIL SUNFLOWER LOAN DEFICIENCY,7800,SUNFLOWER SEED
31,LOAN DEFICIENCY,5201,NON-OIL SUNFLOWER LOAN DEFICIENCY - COLLECTIONS,7800,SUNFLOWER SEED
31,LOAN DEFICIENCY,5201,NON-OIL SUNFLOWER LOAN DEFICIENCY RECEIVABLE,7800,SUNFLOWER SEED
31,LOAN DEFICIENCY,5201,NON-OIL SUNFLOWER LOAN ORIG. FEE FOR LOAN DEFICIENCC,7800,SUNFLOWER SEED
31,LOAN DEFICIENCY,5201,NON-OIL SUNFLOWER MG. ASMT. LOAN DEFICIENCY,7800,SUNFLOWER SEED
31,LOAN DEFICIENCY,5201,CRAMBE SEED LOAN DEFICIENCY,8000,CRAMBE SEED
31,LOAN DEFICIENCY,5201,CRAMBE SEED LOAN DEFICIENCY - COLLECTIONS,8000,CRAMBE SEED
31,LOAN DEFICIENCY,5201,CRAMBE SEED LOAN DEFICIENCY RECEIVABLE,8000,CRAMBE SEED
31,LOAN DEFICIENCY,5201,HONEY ASMT. LOAN DEFICIENCY,8204,HONEY
31,LOAN DEFICIENCY,5201,HONEY LOAN DEFICIENCY,8204,HONEY
31,LOAN DEFICIENCY,5201,HONEY LOAN DEFICIENCY RECEIVABLE,8204,HONEY
31,LOAN DEFICIENCY,5201,HONEY LOAN ORIG. FEE FOR LOAN DEFICIENCY,8204,HONEY
31,LOAN DEFICIENCY,5201,HONY MG. ASMT. LOAN DEFICIENCY,8204,HONEY
31,LOAN DEFICIENCY,5201,RICE ASMT. LOAN DEFICIENCY,9500,RICE
31,LOAN DEFICIENCY,5201,RICE LOAN DEFICIENCY,9500,RICE
31,LOAN DEFICIENCY,5201,RICE LOAN DEFICIENCY RECEIVABLE,9500,RICE
31,LOAN DEFICIENCY,5201,RICE LOAN ORIG. FEE FOR LOAN DEFICIENCY,9500,RICE
31,LOAN DEFICIENCY,5201,RICE ASMT. LOAN DEFICIENCY,9500,RICE
31,LOAN DEFICIENCY,5202,WHEAT LOAN DEFICIENCY - COLLECTIONS,1000,WHEAT
31,LOAN DEFICIENCY,5202,WHEAT LOAN DEFICIENCY RECEIVABLE,1000,WHEAT
31,LOAN DEFICIENCY,5202,CORN LOAN DEFICIENCY RECEIVABLE,2000,CORN
31,LOAN DEFICIENCY,5202,BARLEY LOAN DEFICIENCY RECEIVABLE,2200,BARLEY
31,LOAN DEFICIENCY,5202,OATS LOAN DEFICIENCY RECEIVABLE,2300,OATS
31,LOAN DEFICIENCY,5202,RYE LOAN DEFICIENCY RECEIVABLE,2400,RYE
31,LOAN DEFICIENCY,5202,FLAX SEED LOAN DEFICIENCY RECEIVABLE,2500,FLAX
31,LOAN DEFICIENCY,5202,SOYBEANS LOAN DEFICIENCY - COLLECTIONS,2600,SOYBEAN
31,LOAN DEFICIENCY,5202,SOYBEANS LOAN DEFICIENCY RECEIVABLE,2600,SOYBEAN
31,LOAN DEFICIENCY,5202,SORGHUM LOAN DEFICIENCY - COLLECTIONS,2700,SORGHUM
31,LOAN DEFICIENCY,5202,SORGHUM LOAN DEFICIENCY RECEIVABLE,2700,SORGHUM
31,LOAN DEFICIENCY,5202,"LENTILS, DRY LDP NONRECOURSE LOANS",4165,DRY LENTILS
31,LOAN DEFICIENCY,5202,"LDP, PEANUT",4210,PEANUT
31,LOAN DEFICIENCY,5202,PEAS - DRY WHOLE NONRECOURSE LOANS,4600,DRY WHOLE PEAS
31,LOAN DEFICIENCY,5202,WOOL NONRECOURSE LOANS,4850,WOOL
31,LOAN DEFICIENCY,5202,MOHAIR - LDP NONRECOURSE LOANS,4860,MOHAIR
31,LOAN DEFICIENCY,5202,CHICKPEAS-LDP-NON RECOURSE LOANS,5100,CHICKPEAS
31,LOAN DEFICIENCY,5202,COTTON LOAN DEFICIENCY,6100,UPCN
31,LOAN DEFICIENCY,5202,COTTON LOAN DEFICIENCY RECEIVABLE,6100,UPCN
31,LOAN DEFICIENCY,5202,SESAME LOAN DEFICIENCY RECEIVABLE,6900,SESAME
31,LOAN DEFICIENCY,5202,SESEME SEED LOAN DEFICIENCY RECEIVABLE,6900,SESAME
31,LOAN DEFICIENCY,5202,SUNFLOWER SEED LOAN DEFICIENCY RECEIVABLE,7100,SUNFLOWER
31,LOAN DEFICIENCY,5202,CANOLA LOAN DEFICIENCY RECEIVABLE,7200,CANOLA
31,LOAN DEFICIENCY,5202,RAPE SEED DEFICIENCY RECEIVABLE,7300,RAPE SEED
31,LOAN DEFICIENCY,5202,RAPE SEED LOAN DEFICIENCY RECEIVABLE,7300,RAPE SEED
31,LOAN DEFICIENCY,5202,SAFFLOWER LOAN DEFICIENCY RECEIVABLE,7400,SAFFLOWER
31,LOAN DEFICIENCY,5202,MUSTARD LOAN DEFICIENCY RECEIVABLE,7600,MUSTARD
31,LOAN DEFICIENCY,5202,COTTON SEED LOAN DEFICIENCY RECEIVABLE,7700,COTTON SEED
31,LOAN DEFICIENCY,5202,NON-OIL SUNFLOWER LOAN DEFICIENCY RECEIVABLE,7800,SUNFLOWER SEED
31,LOAN DEFICIENCY,5202,CRAMBE SEED LOAN DEFICIENCY RECEIVABLE,8000,CRAMBE SEED
31,LOAN DEFICIENCY,5202,HONEY LOAN DEFICIENCY RECEIVABLE,8204,HONEY
31,LOAN DEFICIENCY,5202,RICE LOAN DEFICIENCY RECEIVABLE,9500,RICE
31,LOAN DEFICIENCY,5203,WHEAT LOAN DEFICIENCY - OVERDISBURSEMENT,1000,WHEAT
31,LOAN DEFICIENCY,5203,CORN LOAN DEFICIENCY - OVERDISBURSEMENT,2000,CORN
31,LOAN DEFICIENCY,5203,BARLEY LOAN DEFICIENCY - OVERDISBURSEMENT,2200,BARLEY
31,LOAN DEFICIENCY,5203,OATS LOAN DEFICIENCY - OVERDISBURSMENT,2300,OATS
31,LOAN DEFICIENCY,5203,RYE LOAN DEFICIENCY - OVERDISBURSMENT,2400,RYE
31,LOAN DEFICIENCY,5203,FLAX SEED LOAN DEFICIENCY - OVERDISBURSEMENT,2500,FLAX
31,LOAN DEFICIENCY,5203,SOYBEAN LOAN DEFICIENCY - OVERDISBURSEMENT,2600,SOYBEAN
31,LOAN DEFICIENCY,5203,SORGHUM LOAN DEFICIENCY - OVERDISBURSEMENT,2700,SORGHUM
31,LOAN DEFICIENCY,5203,"LENTILS, DRY-LOAN DEFICIENCY - OVERDISBURSEMENT COLLECTION",4165,DRY LENTILS
31,LOAN DEFICIENCY,5203,PEANUT LOAN DEF - OVERDISBURSEMENT,4210,PEANUT
31,LOAN DEFICIENCY,5203,"PEAS, DRY WHOLE - LOAN DEFICIENCY PAYMENT OVRD COLLECTION",4600,DRY WHOLE PEAS
31,LOAN DEFICIENCY,5203,WOOL - LOAN DEFICIENCY OVERDISBURSEMENT,4850,WOOL
31,LOAN DEFICIENCY,5203,MOHAIR - LOAN DEFICIENCY PAYMENT OVRD COLLECTION,4860,MOHAIR
31,LOAN DEFICIENCY,5203,MOHAIR - LOAN DEFICIENCY PAYMENT OVRD COLLECTION,4870,UNSHORN PELTS
31,LOAN DEFICIENCY,5203,"CHICKPEAS - LDP, OVRD COLLECTIONS",5100,CHICKPEAS
31,LOAN DEFICIENCY,5203,COTTON LOAN DEFICIENCY - OVERDISBURSEMENT,6100,UPCN
31,LOAN DEFICIENCY,5203,SESEME SEED LOAN DEFICIENCY - OVERDISBURSEMENT,6900,SESAME
31,LOAN DEFICIENCY,5203,SUNFLOWER SEED LOAN DEFICIENCY - OVERDISBURSEMENT,7100,SUNFLOWER
31,LOAN DEFICIENCY,5203,CANOLA LOAN DEFICIENCY - OVERDISBURSMENT,7200,CANOLA
31,LOAN DEFICIENCY,5203,RAPE SEED LOAN DEFICIENCY - OVERDISBURSEMENT,7300,RAPE SEED
31,LOAN DEFICIENCY,5203,SAFFLOWER LOAN DEFICIENCY - OVERDISBURSMENT,7400,SAFFLOWER
31,LOAN DEFICIENCY,5203,MUSTARD LOAN DEFICIENCY - OVERDISBURSMENT,7600,MUSTARD
31,LOAN DEFICIENCY,5203,COTTON SEED LOAN DEFICIENCY - OVERDISBURSEMENT,7700,COTTON SEED
31,LOAN DEFICIENCY,5203,NON-OIL SUNFLOWER LOAN DEFICIENCY - OVERDISBURSMENT,7800,SUNFLOWER SEED
31,LOAN DEFICIENCY,5203,CRAMBE SEED LOAN DEFICIENCY - OVERDISBURSEMENT,8000,CRAMBE SEED
31,LOAN DEFICIENCY,5203,HONEY LOAN DEFICIENCY - OVERDISBURSEMENT,8204,HONEY
31,LOAN DEFICIENCY,5203,RICE LOAN DEFICIENCY - OVERDISBURSEMENT,9500,RICE
31,LOAN DEFICIENCY,5205,LOAN DEFICIENCY - WHEAT,1000,WHEAT
31,LOAN DEFICIENCY,5205,LOAN DEFICIENCY - CORN,2000,CORN
31,LOAN DEFICIENCY,5205,LOAN DEFICIENCY - BARLEY,2200,BARLEY
31,LOAN DEFICIENCY,5205,LOAN DEFICIENCY - OATS,2300,OATS
31,LOAN DEFICIENCY,5205,LOAN DEFICIENCY - FLAXSEED,2500,FLAX
31,LOAN DEFICIENCY,5205,LOAN DEFICIENCY - SOYBEANS,2600,SOYBEAN
31,LOAN DEFICIENCY,5205,LOAN DEFICIENCY - SORGHUM,2700,SORGHUM
31,LOAN DEFICIENCY,5205,"LOAN DEFICIENCY - LENTILS, DRY",4165,DRY LENTILS
31,LOAN DEFICIENCY,5205,LOAN DEFICIENCY - PEANUTS,4210,PEANUT
31,LOAN DEFICIENCY,5205,"LOAN DEFICIENCY - PEAS, DRY/WHOLE",4600,DRY WHOLE PEAS
31,LOAN DEFICIENCY,5205,LOAN DEFICIENCY - WOOL,4850,WOOL
31,LOAN DEFICIENCY,5205,LOAN DEFICIENCY - MOHAIR,4860,MOHAIR
31,LOAN DEFICIENCY,5205,LOAN DEFICIENCY - UNSHORN PELTS,4870,UNSHORN PELTS
31,LOAN DEFICIENCY,5205,LOAN DEFICIENCY - CHICKPEAS,5100,CHICKPEAS
31,LOAN DEFICIENCY,5205,LOAN DEFICIENCY - UPLAND COTTON,6100,UPCN
31,LOAN DEFICIENCY,5205,LOAN DEFICIENCY - SESAME,6900,SESAME
31,LOAN DEFICIENCY,5205,LOAN DEFICIENCY - SUNFLOWER OIL,7100,SUNFLOWER
31,LOAN DEFICIENCY,5205,LOAN DEFICIENCY - CANOLA SEED,7200,CANOLA
31,LOAN DEFICIENCY,5205,LOAN DEFICIENCY - RAPESEED,7300,RAPE SEED
31,LOAN DEFICIENCY,5205,LOAN DEFICIENCY - SAFFLOWER SEED,7400,SAFFLOWER
31,LOAN DEFICIENCY,5205,LOAN DEFICIENCY - MUSTARD SEED,7600,MUSTARD
31,LOAN DEFICIENCY,5205,LOAN DEFICIENCY - COTTON SEED,7700,COTTON SEED
31,LOAN DEFICIENCY,5205,LOAN DEFICIENCY - SUNFLOWER SEED,7800,SUNFLOWER SEED
31,LOAN DEFICIENCY,5205,LOAN DEFICIENCY - CRAMBE,8000,CRAMBE SEED
31,LOAN DEFICIENCY,5205,LOAN DEFICIENCY - HONEY,8204,HONEY
31,LOAN DEFICIENCY,5205,LOAN DEFICIENCY - RICE,9500,RICE
31,LOAN DEFICIENCY,5207,LOAN DEFICIENCY - WHEAT,1000,WHEAT
31,LOAN DEFICIENCY,5207,LOAN DEFICIENCY - CORN,2000,CORN
31,LOAN DEFICIENCY,5207,LOAN DEFICIENCY - BARLEY,2200,BARLEY
31,LOAN DEFICIENCY,5207,LOAN DEFICIENCY - OATS,2300,OATS
31,LOAN DEFICIENCY,5207,LOAN DEFICIENCY - FLAXSEED,2500,FLAX
31,LOAN DEFICIENCY,5207,LOAN DEFICIENCY - SOYBEANS,2600,SOYBEAN
31,LOAN DEFICIENCY,5207,LOAN DEFICIENCY - SORGHUM,2700,SORGHUM
31,LOAN DEFICIENCY,5207,"LOAN DEFICIENCY - LENTILS, DRY",4165,DRY LENTILS
31,LOAN DEFICIENCY,5207,LOAN DEFICIENCY - PEANUTS,4210,PEANUT
31,LOAN DEFICIENCY,5207,"LOAN DEFICIENCY - PEAS, DRY/WHOLE",4600,DRY WHOLE PEAS
31,LOAN DEFICIENCY,5207,LOAN DEFICIENCY - WOOL,4850,WOOL
31,LOAN DEFICIENCY,5207,LOAN DEFICIENCY - MOHAIR,4860,MOHAIR
31,LOAN DEFICIENCY,5207,LOAN DEFICIENCY - UNSHORN PELTS,4870,UNSHORN PELTS
31,LOAN DEFICIENCY,5207,LOAN DEFICIENCY - CHICKPEAS,5100,CHICKPEAS
31,LOAN DEFICIENCY,5207,LOAN DEFICIENCY - UPLAND COTTON,6100,UPCN
31,LOAN DEFICIENCY,5207,LOAN DEFICIENCY - SESAME,6900,SESAME
31,LOAN DEFICIENCY,5207,LOAN DEFICIENCY - SUNFLOWER OIL,7100,SUNFLOWER
31,LOAN DEFICIENCY,5207,LOAN DEFICIENCY - CANOLA SEED,7200,CANOLA
31,LOAN DEFICIENCY,5207,LOAN DEFICIENCY - RAPESEED,7300,RAPE SEED
31,LOAN DEFICIENCY,5207,LOAN DEFICIENCY - SAFFLOWER SEED,7400,SAFFLOWER
31,LOAN DEFICIENCY,5207,LOAN DEFICIENCY - MUSTARD SEED,7600,MUSTARD
31,LOAN DEFICIENCY,5207,LOAN DEFICIENCY - COTTON SEED,7700,COTTON SEED
31,LOAN DEFICIENCY,5207,LOAN DEFICIENCY - SUNFLOWER SEED,7800,SUNFLOWER SEED
31,LOAN DEFICIENCY,5207,LOAN DEFICIENCY - CRAMBE,8000,CRAMBE SEED
31,LOAN DEFICIENCY,5207,LOAN DEFICIENCY - HONEY,8204,HONEY
31,LOAN DEFICIENCY,5207,LOAN DEFICIENCY - RICE,9500,RICE
31,LOAN DEFICIENCY,5210,LOAN DEFICIENCY PAYMENT LIMITATION,1000,WHEAT
31,LOAN DEFICIENCY,5210,WHEAT LOAN DEFICIENCY - PAYMENT LIMITATION,1000,WHEAT
31,LOAN DEFICIENCY,5210,CORN LOAN DEFICIENCY - PAYMENT LIMITATION,2000,CORN
31,LOAN DEFICIENCY,5210,LOAN DEFICIENCY PAYMENT LIMITATION,2000,CORN
31,LOAN DEFICIENCY,5210,BARLEY LOAN DEFICIENCY - PAYMENT LIMITATION,2200,BARLEY
31,LOAN DEFICIENCY,5210,LOAN DEFICIENCY PAYMENT LIMITATION,2300,OATS
31,LOAN DEFICIENCY,5210,OATS LOAN DEFICIENCY - PAYMENT LIMITATION,2300,OATS
31,LOAN DEFICIENCY,5210,LOAN DEFICIENCY PAYMENT LIMITATION,2400,RYE
31,LOAN DEFICIENCY,5210,RYE LOAN DEFICIENCY - PAYMENT LIMITATION,2400,RYE
31,LOAN DEFICIENCY,5210,FLAX SEED LOAN DEFICIENCY - PAYMENT LIMITATION,2500,FLAX
31,LOAN DEFICIENCY,5210,LOAN DEFICIENCY PAYMENT LIMITATION,2500,FLAX
31,LOAN DEFICIENCY,5210,SOYBEANS LOAN DEFICIENCY - PAYMENT LIMITATION,2600,SOYBEAN
31,LOAN DEFICIENCY,5210,LOAN DEFICIENCY PAYMENT LIMITATION,2700,SORGHUM
31,LOAN DEFICIENCY,5210,SORGHUM LOAN DEFICIENCY - PAYMENT LIMITATION,2700,SORGHUM
31,LOAN DEFICIENCY,5210,COTTON LOAN DEFICIENCY - PAYMENT LIMITATION,6100,UPCN
31,LOAN DEFICIENCY,5210,LOAN DEFICIENCY PAYMENT LIMITATION,6100,UPCN
31,LOAN DEFICIENCY,5210,LOAN DEFICIENCY PAYMENT LIMITATION,6900,SESAME
31,LOAN DEFICIENCY,5210,SESEME SEED LOAN DEFICIENCY - PAYMENT LIMITATION,6900,SESAME
31,LOAN DEFICIENCY,5210,LOAN DEFICIENCY PAYMENT LIMITATION,7100,SUNFLOWER
31,LOAN DEFICIENCY,5210,SUNFLOWER SEED LOAN DEFICIENCY - PAYMENT LIMITATION,7100,SUNFLOWER
31,LOAN DEFICIENCY,5210,CANOLA LOAN DEFICIENCY - PAYMENT LIMITATION,7200,CANOLA
31,LOAN DEFICIENCY,5210,LOAN DEFICIENCY PAYMENT LIMITATION,7200,CANOLA
31,LOAN DEFICIENCY,5210,LOAN DEFICIENCY PAYMENT LIMITATION,7300,RAPE SEED
31,LOAN DEFICIENCY,5210,RAPE SEED LOAN DEFICIENCY - PAYMENT LIMITATION,7300,RAPE SEED
31,LOAN DEFICIENCY,5210,LOAN DEFICIENCY PAYMENT LIMITATION,7400,SAFFLOWER
31,LOAN DEFICIENCY,5210,SAFFLOWER LOAN DEFICIENCY - PAYMENT LIMITATION,7400,SAFFLOWER
31,LOAN DEFICIENCY,5210,LOAN DEFICIENCY PAYMENT LIMITATION,7600,MUSTARD
31,LOAN DEFICIENCY,5210,MUSTARD LOAN DEFICIENCY - PAYMENT LIMITATION,7600,MUSTARD
31,LOAN DEFICIENCY,5210,COTTON SEED LOAN DEFICIENCY - PAYMENT LIMITATION,7700,COTTON SEED
31,LOAN DEFICIENCY,5210,LOAN DEFICIENCY PAYMENT LIMITATION,7700,COTTON SEED
31,LOAN DEFICIENCY,5210,LOAN DEFICIENCY PAYMENT LIMITATION,7800,SUNFLOWER SEED
31,LOAN DEFICIENCY,5210,NON-OIL SUNFLOWER LOAN DEFICIENCY - PAYMENT LIMITATION,7800,SUNFLOWER SEED
31,LOAN DEFICIENCY,5210,CRAMBE SEED LOAN DEFICIENCY - PAYMENT LIMITATION,8000,CRAMBE SEED
31,LOAN DEFICIENCY,5210,LOAN DEFICIENCY PAYMENT LIMITATION,8000,CRAMBE SEED
31,LOAN DEFICIENCY,5210,HONEY LOAN DEFICIENCY - PAYMENT LIMITATION,8204,HONEY
31,LOAN DEFICIENCY,5210,LOAN DEFICIENCY PAYMENT LIMITATION,8204,HONEY
31,LOAN DEFICIENCY,5210,LOAN DEFICIENCY PAYMENT LIMITATION,9500,RICE
31,LOAN DEFICIENCY,5210,RICE LOAN DEFICIENCY - PAYMENT LIMITATION,9500,RICE
31,LOAN DEFICIENCY,5211,WHEAT LOAN DEFICIENCY - PERMITTED ENTITY,1000,WHEAT
31,LOAN DEFICIENCY,5211,CORN LOAN DEFICIENCY - PERMITTED ENTITY,2000,CORN
31,LOAN DEFICIENCY,5211,BARLEY LOAN DEFICIENCY - PERMITTED ENTITY,2200,BARLEY
31,LOAN DEFICIENCY,5211,OATS LOAN DEFICIENCY - PERMITTED ENTITY,2300,OATS
31,LOAN DEFICIENCY,5211,RYE LOAN DEFICIENCY - PERMITTED ENTITY,2400,RYE
31,LOAN DEFICIENCY,5211,FLAX SEED LOAN DEFICIENCY - PERMITTED ENTITY,2500,FLAX
31,LOAN DEFICIENCY,5211,SOYBEANS LOAN DEFICIENCY - PERMITTED ENTITY,2600,SOYBEAN
31,LOAN DEFICIENCY,5211,SORGHUM LOAN DEFICIENCY - PERMITTED ENTITY,2700,SORGHUM
31,LOAN DEFICIENCY,5211,COTTON LOAN DEFICIENCY - PERMITTED ENTITY,6100,UPCN
31,LOAN DEFICIENCY,5211,SESEME SEED LOAN DEFICIENCY - PERMITTED ENTITY,6900,SESAME
31,LOAN DEFICIENCY,5211,SUNFLOWER SEED LOAN DEFICIENCY - PERMITTED ENTITY,7100,SUNFLOWER
31,LOAN DEFICIENCY,5211,CANOLA LOAN DEFICIENCY - PERMITTED ENTITY,7200,CANOLA
31,LOAN DEFICIENCY,5211,RAPE SEED LOAN DEFICIENCY - PERMITTED ENTITY,7300,RAPE SEED
31,LOAN DEFICIENCY,5211,SAFFLOWER LOAN DEFICIENCY - PERMITTED ENTITY,7400,SAFFLOWER
31,LOAN DEFICIENCY,5211,MUSTARD LOAN DEFICIENCY - PERMITTED ENTITY,7600,MUSTARD
31,LOAN DEFICIENCY,5211,COTTON SEED LOAN DEFICIENCY - PERMITTED ENTITY,7700,COTTON SEED
31,LOAN DEFICIENCY,5211,NON-OIL SUNFLOWER LOAN DEFICIENCY - PERMITTED ENTITY,7800,SUNFLOWER SEED
